-2.360487240691022115e-01,-8.301267480969987123e-01
-2.075395227821325850e-01,-6.655032159694687088e-01
-4.810809614368078413e-01,-4.672738430162438616e-01
-2.772904556600165327e-01,-5.934989923801321510e-01
-4.479071821260016684e-02,-5.984575974759619443e-01
-1.313638168605526235e-01,-6.737839712733184605e-01
-1.171970741891155410e-01,-7.628030698481214067e-01
-5.759730840149831499e-01,2.505387967973030094e-02
-9.545577008654576590e-04,-1.390823794280323933e-01
-1.393679293131261376e-01,-1.852136729691003236e-01
-1.954153146114456091e-02,1.160524556395784723e-01
-5.791984796294688542e-02,-2.198489311337746555e-01
-2.958954869072916161e-01,-1.291876609131487330e-01
-1.101181993627221162e-01,-3.476590979702246648e-02
2.076551647325085848e-01,8.144959844062484855e-01
2.755253977363121276e-01,6.234337845683100010e-01
5.569331650293647407e-01,5.910819633431936282e-01
4.974991996572775133e-01,6.490438717721677131e-01
1.919548424034202005e-01,6.449210930654085683e-01
7.558775532401975639e-01,4.083030033540667736e-01
