-7.316977862880215122e-01,-8.743105111725214540e-01
-5.477019729609973187e-01,-5.803202025240441486e-01
-7.628399761356157160e-01,-8.855720181949566783e-01
-3.409463248331884300e-01,-8.104114748743445062e-01
-7.490649228860842834e-01,-3.992183798067311384e-01
-7.061612453925621979e-01,-8.761867920309472924e-01
-6.480887372832420112e-01,-7.890238194221108614e-01
-6.094504978710421073e-01,-6.527515971930156757e-01
-7.852175799404080836e-01,-8.575678540614222189e-01
-4.207244357237597265e-01,-9.391905755954963464e-01
-7.974751961594245264e-01,-8.772645546905839531e-01
-5.129687816790852173e-01,-7.311298133934363008e-01
-4.858013080624906666e-01,-8.308588791909399252e-01
-9.363518571620612629e-01,-7.855310811845110930e-01
-7.585313565115671119e-01,-9.168340948117771338e-01
-6.499704260479971518e-01,-8.926461398903287048e-01
-5.780420741427650944e-01,-8.762541206555822804e-01
-5.626178439965051625e-01,-7.546318395704801896e-01
-6.196639412155988680e-01,-6.114333603341208789e-01
-7.163951628009043171e-01,-8.585058814708654840e-01
-6.095461654876890290e-01,-8.981454795006601488e-01
-9.635992234310561955e-01,-8.439240735593467324e-01
-5.797749900180972915e-01,-3.844335247908284847e-01
-5.639420997337072361e-01,-6.348044563811771068e-01
-7.021299121035486923e-01,-8.413727007240300315e-01
-5.595774098870440749e-01,-7.055913188371354394e-01
-8.038428899775901249e-01,-9.367779804048670389e-01
-5.641933327009568400e-01,-9.578231127442393689e-01
-4.953733385216591012e-01,-9.105620692732888655e-01
-4.799668896581013033e-01,-9.606499705656375010e-01
-5.393509620748073718e-01,-8.755315622189421276e-01
-4.617404661325690274e-01,-9.778751547183285320e-01
-5.116656716522144377e-01,-6.480322670046833045e-01
-7.013853425443657974e-01,-8.190895641487522250e-01
-8.292157636486651162e-01,-9.143587922750076036e-01
-3.877764864028539482e-01,-6.966761447218495773e-01
-7.732186431205925192e-01,-6.645316212640929310e-01
-8.556875148123753716e-01,-6.394246745329580373e-01
-3.944010971600234727e-01,-9.170482074707810849e-01
-9.513811600258849088e-01,-7.120960985903215246e-01
-6.495036089336666540e-01,-8.777732991990651046e-01
-7.288239059280902099e-01,-7.851400031925837020e-01
-9.084325054475440586e-01,-9.900992568418124362e-01
-7.431675892892664059e-01,-7.629028496649508106e-01
-6.597276774115222731e-01,-6.094457285809486979e-01
-9.556757688340093981e-01,6.812049431731873606e-01
-5.978194921204493806e-01,5.692728306460526078e-01
-8.629881323060647480e-01,7.387014370119535656e-01
-9.997518614881739651e-01,6.488564004000630936e-01
-8.957228977711957363e-01,6.689598273577636034e-01
-8.317252882583018314e-01,7.368764831130836246e-01
-8.868673650731379032e-01,9.702602178928161347e-01
-9.509948914393798747e-01,6.052155746087666266e-01
